Alt_Species,Order,Family.name,Family,Common.name,Body.Mass.g,Brain.Mass.g,ReltiveBrainSive.OLSresiduals,RelativeBrainSize.PGLSresiduals,PC1min,PC1max,PC2min,PC2max,Migration,Eggs/year,PercVeg,Pelagic
Melierax_canorus,ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Pale Chanting-goshawk,636,7.12768,0.124587292,0.262414556,-0.015970203,1.141373572,-1.718270239,0.956794439,0,1.75,0,0
Milvus_migrans,ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Black Kite,828.5,6.02952,-0.012825244,0.121548881,-1.791537839,1.851085554,-2.571334691,2.471957204,1,2.5,0,0
Parabuteo_unicinctus,ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Harris's Hawk,939.63,8.26728,0.093433522,0.226175845,-0.51199418,1.768393557,-1.688868549,2.110069779,0,4.38,0,0
Sagittarius_serpentarius,ACCIPITRIFORMES,Sagittariidae,Secretarybird,Secretarybird,3900,15.54,0.019017216,0.133294279,-0.015970203,1.568089293,-1.980236176,2.299483434,0,2.5,0,0
Polyboroides_typus,ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",African Harrier-hawk,637.5,8.288,0.189512007,0.327307415,-0.015970203,1.849250583,-1.540392204,2.318224955,0,2,0,0
Rostrhamus_sociabilis,ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Snail Kite,382.5833333,5.27324,0.11817036,0.26259355,0.008970389,1.768393557,-0.589242603,2.393821171,1,4.5,0,0
Buteo_magnirostris,ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Roadside Hawk,276,4.72416,0.150377389,0.299155636,-0.003127519,1.84070399,-1.307745222,2.583464478,0,NA,0,0
Gypohierax_angolensis,ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Palm-nut Vulture,1600,10.49468,0.066704506,0.19259006,0.520530398,1.849250583,-1.519645027,2.318224955,0,1,10,0
Terathopius_ecaudatus,ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Bateleur,2278.166667,15.21884,0.141589145,0.262786645,0.352962908,1.789815,-2.029891292,1.717583538,0,1,0,0
Gyps_africanus,ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",White-backed Vulture,5442.5,18.907,0.022584255,0.132515847,0.205597833,1.657703966,-1.718270239,1.947272398,1,1,0,0
Stephanoaetus_coronatus,ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Crowned Eagle,3643.75,14.56616,0.00755316,0.122723301,0.220697403,1.849250583,-1.507352626,2.318224955,0,0.905,0,0
Anseranas_semipalmata,ANSERIFORMES,Anseranatidae,Magpie Goose,Magpie Goose,2071,9.1168,-0.057604577,0.064817607,0.243492718,1.693289494,-0.396846053,0.808768085,1,8,70,0
Biziura_lobata,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Musk Duck,1697.5,9.03392,-0.012873009,0.112227842,0.016503922,0.851914841,-0.805133873,1.572906852,0,2.799843628,0,0
Branta_bernicla,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Brent Goose,1347.25,6.3196,-0.111473272,0.016677265,-1.818832555,-0.518744532,-1.078772812,1.308794093,1,4,100,0
Branta_canadensis,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Canada Goose,3984.5,9.461951579,-0.201701851,-0.087701332,-1.796850827,0.667016105,-0.626718013,1.719412924,1,5.15,90,0
Chen_caerulescens,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Snow Goose,2630.75,11.06448,-0.032097134,0.087366726,-1.803290266,-1.033819331,-0.646054343,0.739640946,1,4.2,90,0
Chen_rossii,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Ross's Goose,1597.5,7.0966,-0.102831465,0.023075012,-1.806480972,-1.297047152,0.016147295,0.443843241,1,4,100,0
Anser_fabalis,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Bean Goose,2933,11.0334,-0.059949641,0.058106617,-1.806743823,-0.725336709,-0.75806813,1.38371669,1,5,80,0
Anser_albifrons,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Greater White-fronted Goose,2387.5,9.41724,-0.078347056,0.042300878,-1.818832555,-0.606249906,-0.535929074,1.054328919,1,5.5,90,0
Bucephala_albeola,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Bufflehead,400,4.2476,0.013335471,0.157147736,-1.796850827,0.345713689,-0.414945475,1.2336882,1,8.400544959,0,0
Bucephala_clangula,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Common Goldeneye,895.93,6.1642,-0.022390924,0.110954674,-1.796850827,-0.299383364,-0.470616957,1.589528008,1,9.5,10,0
Bucephala_islandica,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Barrow's Goldeneye,978.575,6.03988,-0.052845135,0.079382746,-1.657962056,0.186652243,-0.173257308,1.339247466,1,9.5,10,0
Cairina_moschata,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Muscovy Duck,2228,7.6146,-0.15369295,-0.032219045,-0.221426911,1.84070399,-1.307745222,2.583464478,0,16.5,30,0
Aix_sponsa,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Wood Duck,657.5,4.403,-0.092753085,0.04462461,-1.442989209,1.402399496,-1.674050129,1.430014618,1,17.7,50,0
Aix_galericulata,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Mandarin Duck,560,4.37192,-0.056526594,0.08292085,-1.154846818,0.973453545,-0.816795019,1.576628944,1,10.5,30,0
Aythya_americana,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Redhead,1056.25,5.65656,-0.100024596,0.031252021,-1.650071376,1.083492662,-1.736394699,1.193330404,1,9.29555606,70,0
Aythya_valisineria,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Canvasback,1218.666667,7.02408,-0.041011353,0.08839208,-1.796850827,-0.271709416,-0.436333984,1.166218328,1,9,60,0
Aythya_australis,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Hardhead,840,5.06604,-0.091814863,0.042376136,-0.00081338,1.720898875,-1.312859496,1.572906852,0,11,70,0
Aythya_collaris,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Ring-necked Duck,730,5.57368,-0.015972681,0.120061272,-1.788488979,1.452531088,-1.193998661,1.589528008,1,9,60,0
Aythya_affinis,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Lesser Scaup,788.5,4.33048,-0.144454885,-0.009434471,-1.796850827,-0.164297867,-0.505107231,1.15848494,1,9.955,50,0
Amazonetta_brasiliensis,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Brazilian Teal,400,4.0404,-0.008383779,0.135428486,0.057826829,1.747569156,-0.45539979,1.720573096,0,7,40,0
Anas_superciliosa,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Pacific Black Duck,981,5.52188,-0.092392531,0.039803997,-0.029399488,1.888332464,-1.312859496,2.71118116,0,9.037037037,60,0
Anas_laysanensis,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Laysan Duck,1082,3.6778,-0.2928868,-0.161913218,NA,NA,NA,NA,0,9.349699399,20,0
Anas_platyrhynchos,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Mallard,1121,5.63584,-0.116186955,0.014329435,-1.796850827,1.118251575,-2.610043574,1.759305997,1,10.515,20,0
Anas_wyvilliana,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Hawaiian Duck,1105,4.70344,-0.191209853,-0.060507486,1.307916203,1.307916203,0.092440002,0.092440002,0,10.0996994,20,0
Anas_gracilis,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Grey Teal,488.75,3.64672,-0.101973608,0.039218343,-0.029399488,1.798638473,-1.312859496,2.71118116,0,8,40,0
Anas_castanea,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Chestnut Teal,590,3.86428,-0.122908737,0.015868817,-0.00081338,1.174598659,-1.127896599,1.572906852,0,9.5,40,0
Anas_acuta,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Northern Pintail,872.25,4.88992,-0.116406856,0.017283662,-1.818832555,-0.018773613,-1.08321217,1.589528008,1,7.7,50,0
Anas_andium,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Andean Teal,420.25,3.68816,-0.060091158,0.083043391,1.063257539,1.794125542,0.107776168,2.554836153,0,6.400728863,30,0
Anas_flavirostris,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Yellow-billed Teal,420.25,3.68816,-0.060091158,0.083043391,-0.41224745,1.183898541,-1.877258498,2.468697374,0,6.400728863,30,0
Chauna_chavaria,ANSERIFORMES,Anhimidae,Screamers,Northern Screamer,2603.5,8.81636,-0.128189211,-0.008592155,1.210398925,1.768393557,-0.589242603,1.12937645,0,NA,100,0
Dendrocygna_eytoni,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Plumed Whistling-duck,792,4.72416,-0.107750833,0.027212238,0.013371337,1.720898875,-1.312859496,1.027321587,0,11,80,0
Dendrocygna_arcuata,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Wandering Whistling-duck,776.6666667,4.67236,-0.107751968,0.027464224,0.034534402,1.851085554,-1.312859496,2.71118116,0,10.5,100,0
Cereopsis_novaehollandiae,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Cape Barren Goose,3770,9.14788,-0.202811997,-0.088091851,0.016503922,0.626179164,-0.318332348,1.659641831,0,4.24,80,0
Coscoroba_coscoroba,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Coscoroba Swan,4050,9.48976,-0.204419897,-0.090623349,-0.41224745,0.609020669,-1.085601755,2.403783363,1,6,40,0
Cygnus_atratus,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Black Swan,5656,12.5874,-0.163524397,-0.05411114,-0.00081338,1.694831142,-1.312859496,2.04121426,0,5.5,100,0
Cygnus_buccinator,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Trumpeter Swan,10300,21.02044,-0.087597997,0.013925287,-1.657962056,-0.387812258,-0.540869907,1.339247466,1,5.2,70,0
Cygnus_cygnus,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Whooper Swan,9413,20.202,-0.082794702,0.019961274,-1.806743823,-0.25853644,-1.280158368,1.417460891,1,4.920658683,100,0
Cygnus_columbianus,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Tundra Swan,6350,17.9746,-0.037141485,0.070732056,-1.818832555,-0.218579521,-0.349188457,1.445886629,1,4,100,0
Clangula_hyemalis,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Long-tailed Duck,814,5.05568,-0.085004935,0.049603394,-1.818832555,0.00555403,-0.646054343,1.551226132,1,7.5,10,0
Chloephaga_hybrida,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Kelp Goose,2327,7.88396,-0.149241325,-0.028292476,-0.191141802,0.564136215,0.657409577,2.403783363,1,5,80,0
Chenonetta_jubata,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Maned Duck,812.5,4.22688,-0.16231295,-0.02768074,-0.00081338,1.61333527,-1.312859496,1.572906852,0,9.7,100,0
Lophodytes_cucullatus,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Hooded Merganser,617,4.77596,-0.041873543,0.09634025,-1.39061272,0.389245123,-0.174214899,1.425825972,1,11,10,0
Histrionicus_histrionicus,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Harlequin Duck,561.25,5.03496,0.004251257,0.143667625,-1.78302441,0.345713689,-0.593841212,1.445886629,1,5.9,0,0
Oxyura_jamaicensis,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Ruddy Duck,550,3.64672,-0.130884259,0.008814321,-1.639465878,1.54114576,-1.948005395,2.515463916,1,8,0,0
Oxyura_australis,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Blue-billed Duck,850,4.16472,-0.179795527,-0.045761742,0.033473181,0.851914841,-0.727617902,1.550257451,1,5.5,30,0
Oxyura_maccoa,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Maccoa Duck,680.6666667,4.84848,-0.059375373,0.077562904,-0.015970203,1.232031572,-1.718270239,1.547482693,0,5.9,30,0
Malacorhynchus_membranaceus,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Pink-eared Duck,360.75,2.9526,-0.11931391,0.025928983,0.016503922,0.898185619,-1.113597041,0.90993381,0,6.9,30,0
Melanitta_perspicillata,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Surf Scoter,1047,5.9052,-0.079188548,0.052198732,-1.796850827,-0.34925714,0.146772568,1.339247466,1,6.65,10,0
Melanitta_nigra,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Common Scoter,1052.2,6.0606,-0.069120673,0.062204277,-1.806743823,0.28911999,-0.798576797,1.74695464,1,8.5,10,0
Mergus_merganser,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Goosander,1462.5,5.03496,-0.230265897,-0.103152482,-1.774301467,0.390666564,-1.495773867,1.589528008,1,9.8,0,0
Mergus_serrator,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Red-breasted Merganser,1042.583333,5.00388,-0.150081144,-0.018640679,-1.818832555,0.378639375,-0.593841212,1.759305997,1,9.1,10,0
Neochen_jubata,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Orinoco Goose,1250,6.0088,-0.115029271,0.014077078,0.550653875,1.692929429,-0.224555917,2.583464478,0,8,80,0
Nettapus_pulchellus,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Green Pygmy-goose,305.5,2.77648,-0.10531855,0.042167773,0.33039198,1.780815919,-0.979124994,2.620634179,1,10,70,0
Netta_rufina,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Red-crested Pochard,1118,5.55296,-0.12196488,0.008586177,-1.376735599,0.555800827,-2.256815519,1.579263453,1,9,70,0
Anas_strepera,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Gadwall,850,4.0404,-0.192956973,-0.058923188,-1.710879346,0.654072848,-1.674050129,1.695179799,1,10,70,0
Anas_americana,ANSERIFORMES,Anatidae,"Ducks, geese, swans",American Wigeon,786,4.1958,-0.157398543,-0.022337014,-1.792587412,0.190645137,-0.756876016,1.445886629,1,8.5,100,0
Somateria_spectabilis,ANSERIFORMES,Anatidae,"Ducks, geese, swans",King Eider,1650,7.65604,-0.077795438,0.047680451,-1.818497603,-0.824079904,-0.888171343,0.703495168,1,4.7,10,0
Polysticta_stelleri,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Steller's Eider,842,5.47008,-0.059072121,0.075087285,-1.805109403,-0.673295914,-0.166110691,1.042115276,1,7,0,0
Tadorna_radjah,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Radjah Shelduck,865,5.36648,-0.073975302,0.059826096,0.333741548,1.799612901,-0.979124994,2.71118116,0,9,20,0
Plectropterus_gambensis,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Spur-winged Goose,4480,12.56668,-0.107163074,0.005346402,-0.015970203,1.849250583,-1.844488587,2.309868428,0,9.5,60,0
Pteronetta_hartlaubii,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Hartlaub's Duck,882,5.93628,-0.034916159,0.098627941,1.043629357,1.849250583,0.223824553,2.318224955,0,9,10,0
Anas_hottentota,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Hottentot Teal,240,3.11836,0.00420201,0.154876466,-0.003673169,1.690904152,-1.718270239,1.386695883,0,7.101503759,40,0
Anas_platalea,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Red Shoveler,523,3.626,-0.121033097,0.019338848,-0.41224745,0.941490718,-1.530782284,2.403783363,0,6.500605327,30,0
Anas_smithii,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Cape Shoveler,606.75,3.90572,-0.125131077,0.013293777,-0.015970203,1.306699788,-1.718270239,1.119544332,0,9,10,0
Anas_rhynchotis,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Australian Shoveler,665,3.66744,-0.174916092,-0.03768294,-0.029399488,1.349215869,-1.228950257,2.104926754,0,NA,10,0
Anas_clypeata,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Northern Shoveler,613,3.68816,-0.15253184,-0.014236102,-1.791537839,0.503828712,-2.515997912,1.695179799,1,10,20,0
Anas_cyanoptera,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Cinnamon Teal,383,3.37736,-0.075596358,0.068811894,-1.15882314,1.580229988,-1.736394699,2.468697374,1,12.5,50,0
Anas_discors,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Blue-winged Teal,398.5,3.03548,-0.131660792,0.012203032,-1.732125502,0.264433219,-0.660886651,1.478023518,1,10,60,0
Stictonetta_naevosa,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Freckled Duck,855,4.56876,-0.14101916,-0.00706329,-0.00081338,1.400922747,-1.312859496,1.027321587,0,7.225324676,70,0
Tadorna_tadorna,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Common Shelduck,1094,5.52188,-0.119088701,0.011743093,-1.381824189,0.683200214,-2.270169337,1.759305997,1,8.95,10,0
Tadorna_tadornoides,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Australian Shelduck,1364,6.03988,-0.134160139,-0.006157109,-0.029399488,1.400922747,-1.254431187,2.104926754,0,10.2,30,0
Tadorna_variegata,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Paradise Shelduck,1415,6.17456,-0.133570973,-0.006040601,-0.029399488,0.623151382,0.691012176,2.104926754,0,9,50,0
Tachyeres_patachonicus,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Flying Steamerduck,2636.5,9.40688,-0.103117155,0.016318775,-0.41224745,0.593345599,-0.556604373,2.403783363,0,6.888888889,0,0
Tachyeres_pteneres,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Magellanic Steamerduck,4688.5,11.01268,-0.175629487,-0.06372294,-0.252998017,0.558862776,0.773382165,2.411314672,1,6.555102041,0,0
Bucorvus_abyssinicus,BUCEROTIFORMES,Bucerotidae,Hornbills,Northern Ground-hornbill,4000,24.605,0.212390097,0.326342048,0.630912666,1.786610734,-1.519645027,1.623893729,0,NA,0,0
Bycanistes_cylindricus,BUCEROTIFORMES,Bucerotidae,Hornbills,Brown-cheeked Hornbill,921,10.49468,0.201943801,0.334939805,1.180763041,1.799586008,0.32000792,1.044539565,0,NA,0,0
Buceros_bicornis,BUCEROTIFORMES,Bucerotidae,Hornbills,Great Hornbill,2899.25,18.907,0.17679763,0.295012562,0.346110375,1.848306725,-1.163244049,1.666652033,0,NA,0,0
Buceros_rhinoceros,BUCEROTIFORMES,Bucerotidae,Hornbills,Rhinoceros Hornbill,2382.5,18.00568,0.203652179,0.324324691,1.327078877,1.848898434,0.682098332,2.124589999,0,NA,0,0
Anthracoceros_coronatus,BUCEROTIFORMES,Bucerotidae,Hornbills,Malabar Pied Hornbill,755,8.21548,0.1442728,0.279860283,0.578274738,1.877827657,-0.865799028,0.730616393,0,NA,10,0
Tockus_nasutus,BUCEROTIFORMES,Bucerotidae,Hornbills,African Grey Hornbill,200,4.1958,0.177734914,0.330827073,0.412366596,1.786610734,-2.394379596,1.501750074,0,NA,0,0
Penelopides_panini,BUCEROTIFORMES,Bucerotidae,Hornbills,Visayan Hornbill,472,7.12768,0.19761117,0.339215235,1.562389876,1.653331461,0.993983021,1.395856423,0,NA,0,0
Aceros_leucocephalus,BUCEROTIFORMES,Bucerotidae,Hornbills,Writhed Hornbill,1081,13.27116,0.26466039,0.395645605,1.450719908,1.669113347,1.631847286,2.019716959,0,NA,0,0
Aceros_undulatus,BUCEROTIFORMES,Bucerotidae,Hornbills,Wreathed Hornbill,2268.75,18.5,0.22739356,0.34863962,0.538456212,1.848898434,-0.538903675,2.124589999,0,NA,0,0
Aceros_plicatus,BUCEROTIFORMES,Bucerotidae,Hornbills,Papuan Hornbill,1737.5,18.5,0.29271937,0.417517828,1.332459928,1.888332464,0.545825783,2.71118116,0,NA,0,0
Tockus_flavirostris,BUCEROTIFORMES,Bucerotidae,Hornbills,Eastern Yellow-billed Hornbill,220,4.403,0.175330585,0.32718232,0.630272157,1.513349046,-1.483529292,0.72274072,0,NA,0,0
Tockus_deckeni,BUCEROTIFORMES,Bucerotidae,Hornbills,Von der Decken's Hornbill,179,3.5742,0.135262369,0.289851726,0.629316083,1.523605456,-0.815753642,1.027607293,0,NA,0,0
Tockus_erythrorhynchus,BUCEROTIFORMES,Bucerotidae,Hornbills,Red-billed Hornbill,143.5,3.65708,0.199345829,0.356863043,0.372397744,1.606745004,-2.204576202,1.06990418,0,NA,0,0
Caprimulgus_carolinensis,CAPRIMULGIFORMES,Caprimulgidae,Nightjars,Chuck-will's-widow,115,1.40896,-0.160675892,-0.000249837,-0.817216403,0.877685007,-0.253365818,1.028812418,1,2,0,0
Caprimulgus_europaeus,CAPRIMULGIFORMES,Caprimulgidae,Nightjars,European Nightjar,70.5,0.91168,-0.22991437,-0.06295232,-1.486528955,0.82926347,-2.389914791,1.719412924,1,4,0,0
Caprimulgus_macrurus,CAPRIMULGIFORMES,Caprimulgidae,Nightjars,Large-tailed Nightjar,66.2,1.04636,-0.154665691,0.013162597,0.034971696,1.851085554,-1.333449092,2.71118116,1,NA,0,0
Macrodipteryx_vexillarius,CAPRIMULGIFORMES,Caprimulgidae,Nightjars,Pennant-winged Nightjar,73.575,0.90132,-0.245331758,-0.078961182,0.585543188,1.385086554,-0.709693176,1.033580751,1,NA,0,0
Aegotheles_cristatus,CAPRIMULGIFORMES,Aegothelidae,Owlet-nightjars,Australian Owlet-nightjar,44.125,1.47112,0.092632197,0.26598017,-0.00081338,1.720898875,-1.312859496,1.572906852,0,NA,0,0
Collocalia_spodiopygia,CAPRIMULGIFORMES,Apodidae,Swifts,White-rumped Swiftlet,9.3,0.24864,-0.298185355,-0.104412159,1.13057385,1.888332464,-0.085944094,2.001273275,0,NA,0,0
Apus_pallidus,CAPRIMULGIFORMES,Apodidae,Swifts,Pallid Swift,41.9,0.74592,-0.189654108,-0.015614178,-0.430777279,1.246489908,-2.571334691,1.53639221,1,4.9,0,0
Apus_apus,CAPRIMULGIFORMES,Apodidae,Swifts,Common Swift,39,0.69412,-0.203348979,-0.028363588,-1.666636792,0.654072848,-2.235560472,1.759305997,1,2.3,0,0
Anthracothorax_dominicus,CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Hispaniolan Mango,5.95,0.23828,-0.207305865,-0.007740898,1.138014826,1.54114576,-0.20666012,0.665517045,0,NA,0,0
Amazilia_tzacatl,CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Rufous-tailed Hummingbird,5.05,0.22792,-0.186452244,0.015251867,0.373977439,1.84070399,-1.307745222,2.554836153,0,4,0,0
Archilochus_colubris,CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Ruby-throated Hummingbird,3.1425,0.1554,-0.236626616,-0.028670796,-1.289349392,0.667016105,-0.15327175,1.430014618,1,4.5,0,0
Podager_nacunda,CAPRIMULGIFORMES,Caprimulgidae,Nightjars,Nacunda Nighthawk,159,1.33644,-0.262954882,-0.106842895,0.042045485,1.747569156,-0.601967781,2.583464478,0,NA,0,0
Chordeiles_minor,CAPRIMULGIFORMES,Caprimulgidae,Nightjars,Common Nighthawk,79.3,0.8806,-0.273780599,-0.108443687,-1.697696334,1.765599833,-1.636670733,1.623705737,1,2,0,0
Chaetura_pelagica,CAPRIMULGIFORMES,Apodidae,Swifts,Chimney Swift,23.5,0.47656,-0.242626256,-0.060930445,-1.303274651,0.877685007,-0.305343902,1.430014618,1,4.5,0,0
Collocalia_esculenta,CAPRIMULGIFORMES,Apodidae,Swifts,Glossy Swiftlet,6.85,0.2072,-0.302494921,-0.104805191,1.13057385,1.888332464,-0.085944094,2.71118116,0,NA,0,0
Cypsiurus_parvus,CAPRIMULGIFORMES,Apodidae,Swifts,African Palm-swift,13.6,0.3108,-0.29433804,-0.105467611,0.325185863,1.849250583,-2.289818008,2.318224955,0,NA,0,0
Eulampis_jugularis,CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Purple-throated Carib,9.533333333,0.33152,-0.179314408,0.014134906,1.493353197,1.493353197,-0.114694809,-0.114694809,0,NA,0,0
Chlorostilbon_ricordii,CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Cuban Emerald,3.445,0.13468,-0.321279005,-0.114557556,1.040717777,1.402399496,0.446813175,0.905593089,0,NA,0,0
Eurostopodus_macrotis,CAPRIMULGIFORMES,Caprimulgidae,Nightjars,Great Eared-nightjar,132.5,1.51256,-0.16454736,-0.005953289,0.397701173,1.82416523,-0.613845412,2.019716959,0,NA,0,0
Hemiprocne_mystacea,CAPRIMULGIFORMES,Hemiprocnidae,Treeswifts,Moustached Treeswift,69,1.1396,-0.127738215,0.039521787,1.332459928,1.888332464,0.545825783,2.71118116,0,NA,0,0
Hirundapus_caudacutus,CAPRIMULGIFORMES,Apodidae,Swifts,White-throated Needletail,113.1,1.33644,-0.179545683,-0.018900715,-1.617100024,0.83235875,-1.082497,1.762712114,1,NA,0,0
Florisuga_mellivora,CAPRIMULGIFORMES,Trochilidae,Hummingbirds,White-necked Jacobin,7.1,0.26936,-0.197329073,-9.06E-05,0.554660781,1.84070399,-0.601967781,2.583464478,0,NA,0,0
Glaucis_hirsutus,CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Rufous-breasted Hermit,6.85,0.259,-0.205584908,-0.007895178,0.688502807,1.84070399,-0.589242603,2.583464478,0,6,0,0
Nyctibius_griseus,CAPRIMULGIFORMES,Nyctibiidae,Potoos,Common Potoo,172.5,2.05128,-0.096834287,0.058236106,0.126776287,1.84070399,-0.601967781,2.583464478,0,1,0,0
Nyctiprogne_leucopyga,CAPRIMULGIFORMES,Caprimulgidae,Nightjars,Band-tailed Nighthawk,27.3,0.52836,-0.234515987,-0.054805728,0.983302128,1.692929429,-0.224555917,2.583464478,0,NA,0,0
Nyctidromus_albicollis,CAPRIMULGIFORMES,Caprimulgidae,Nightjars,Pauraque,54,0.94276,-0.150067317,0.020546146,-0.062667208,1.84070399,-1.307745222,2.583464478,0,2,0,0
Nyctiphrynus_ocellatus,CAPRIMULGIFORMES,Caprimulgidae,Nightjars,Ocellated Poorwill,41.55,0.76664,-0.175700873,-0.001550369,0.517537718,1.538302362,-0.45539979,2.150925029,0,NA,0,0
Phaethornis_superciliosus,CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Long-tailed Hermit,5.75,0.26936,-0.145688045,0.05430742,0.812771607,1.741424611,-0.194805748,2.174687806,0,NA,0,0
Podargus_strigoides,CAPRIMULGIFORMES,Podargidae,Frogmouths,Tawny Frogmouth,349,5.03496,0.120585819,0.266292288,-0.00081338,1.720898875,-1.312859496,1.572906852,0,NA,0,0
Selasphorus_rufus,CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Rufous Hummingbird,3.5,0.16576,-0.234980825,-0.028471767,-1.26797458,0.389245123,-0.139709794,1.339247466,1,2,0,0
Tachornis_phoenicobia,CAPRIMULGIFORMES,Apodidae,Swifts,Antillean Palm-swift,10.1,0.29008,-0.25144517,-0.058731008,1.040717777,1.54114576,-0.20666012,0.905593089,0,NA,0,0
Threnetes_ruckeri,CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Band-tailed Barbthroat,5.45,0.27972,-0.116176661,0.084518636,0.888408784,1.84070399,-0.354377404,2.554836153,0,NA,0,0
Thalurania_furcata,CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Fork-tailed Woodnymph,4.1,0.2072,-0.176814514,0.027589752,0.339386997,1.747569156,-0.45539979,2.583464478,0,NA,0,0
Trochilus_polytmus,CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Red-billed Streamertail,4.8,0.19684,-0.2376889,-0.035329738,1.50420317,1.508172586,0.503432933,0.564659637,0,NA,0,0
