Alt_Species,Order,Family.name,Family,Common.name,Body.Mass.g,Brain.Mass.g,ReltiveBrainSive.OLSresiduals,RelativeBrainSize.PGLSresiduals,PC1min,PC1max,PC2min,PC2max,Migration,Eggs/year,PercVeg,Pelagic
Spheniscus_magellanicus,SPHENISCIFORMES,Spheniscidae,Penguins,Magellanic Penguin,4000,17.3,0.059412831,0.173364782,-0.295457642,0.657960722,-1.093734045,2.411314672,1,2,0,1
Crypturellus_tataupa,STRUTHIONIFORMES,Tinamidae,Tinamous,Tataupa Tinamou,218.5,1.64,-0.251898993,-0.099958218,0.046176861,1.747569156,-0.45539979,1.712448841,0,9,20,0
Phalacrocorax_auritus,SULIFORMES,Phalacrocoracidae,Cormorants,Double-crested Cormorant,1876.5,7.587,-0.113227427,0.010562333,-1.445008232,1.402399496,-1.736394699,1.589528008,1,3.5,0,1
Ardea_cinerea,PELECANIFORMES,Ardeidae,Herons,Grey Heron,1443,8.1325,-0.018751007,0.108534739,-1.774301467,1.877827657,-2.56858675,2.318224955,1,4.305,0,0
Ortalis_canicollis,GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Chaco Chachalaca,539,3.495,-0.144392539,-0.00441238,0.025514759,1.288640415,-0.198089753,0.946368651,0,NA,40,0
Columba_livia,COLUMBIFORMES,Columbidae,"Pigeons, doves",Rock Dove,320,2.268149246,-0.204496213,-0.05762591,-1.543629638,1.877827657,-2.610043574,1.953182458,0,8,30,0
Fulica_armillata,GRUIFORMES,Rallidae,"Rails, gallinules, coots",Red-gartered Coot,1060,4.16,-0.234351471,-0.103119443,-0.41224745,0.775003813,-1.41874917,2.403783363,0,NA,100,0
Egretta_thula,PELECANIFORMES,Ardeidae,Herons,Snowy Egret,370,3.74,-0.022846397,0.122042055,-0.991188359,1.84070399,-1.886665162,2.583464478,1,3.64,0,0
Ramphastos_toco,PICIFORMES,Ramphastidae,Toucans,Toco Toucan,618,6.36909,0.082746617,0.220940007,0.220514784,1.736495538,-0.404463793,1.898437835,0,NA,0,0
Andigena_hypoglauca,PICIFORMES,Ramphastidae,Toucans,Grey-breasted Mountain-toucan,315.5,4.8174,0.126112739,0.273171183,0.784475683,1.392978214,0.777022039,2.172892989,0,NA,0,0
Eubucco_bourcierii,PICIFORMES,Capitonidae,New World barbets,Red-headed Barbet,36,1.06708,0.003013192,0.179049795,1.031296542,1.798923764,0.318599032,2.554836153,0,NA,0,0
Chrysocolaptes_lucidus,PICIFORMES,Picidae,Woodpeckers,Buff-spotted Flameback,170.9166667,4.921,0.285452074,0.440637193,0.2708537,1.877827657,-0.825736645,2.019716959,0,NA,0,0
Gymnobucco_calvus,PICIFORMES,Lybiidae,African barbets,Naked-faced Barbet,56.5,1.295,-0.023280503,0.146707019,1.095398786,1.849250583,-0.235598738,2.115511491,0,NA,0,0
Indicator_minor,PICIFORMES,Indicatoridae,Honeyguides,Lesser Honeyguide,28.75,0.69412,-0.128683445,0.050339332,-0.015970203,1.799586008,-1.537664678,2.318224955,0,NA,0,0
Phoeniconaias_minor,PHOENICOPTERIFORMES,Phoenicopteridae,Flamingos,Lesser Flamingo,1760,7.414,-0.107550349,0.017081919,0.323304456,1.088988205,-1.693685402,0.639298053,1,1,90,0
Alopochen_aegyptiaca,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Egyptian Goose,1900,7.64,-0.113251646,0.010363964,-0.29864367,1.771178158,-2.549523329,2.318224955,1,8.484375,90,0
Larus_philadelphia,CHARADRIIFORMES,Laridae,"Gulls, terns, skimmers",Bonaparte's Gull,191,2.375502222,-0.058049822,0.095645615,-1.796850827,-0.585395342,-0.020624667,1.339247466,1,3,0,1
Bucorvus_cafer,BUCEROTIFORMES,Bucerotidae,Hornbills,Southern Ground-hornbill,3920.5,27.09,0.259091461,0.373300004,0.2795648,1.376897992,-1.065616352,1.119544332,0,NA,0,0
Fregata_aquila,SULIFORMES,Fregatidae,Frigatebirds,Ascension Frigatebird,1435,9.45,0.047818046,0.175173197,NA,NA,NA,NA,1,0.5,0,1
Struthio_camelus,STRUTHIONIFORMES,Struthionidae,Ostriches,Common Ostrich,109250,41.91909091,-0.366078101,-0.295364367,-0.015970203,1.568089293,-2.48900332,1.015283502,0,10.83333333,50,0
Pelecanus_occidentalis,PELECANIFORMES,Pelecanidae,Pelicans,Brown Pelican,3174,21.5,0.210443153,0.327416777,-0.563109524,1.849283019,-1.596030734,2.5454728,1,2.6,0,1
Scenopoeetes_dentirostris,PASSERIFORMES,Ptilonorhynchidae,Bowerbirds,Tooth-billed Bowerbird,167.25,2.033322667,-0.093084721,0.062370212,1.008457469,1.008457469,0.045407283,0.045407283,0,NA,20,0
Prionodura_newtoniana,PASSERIFORMES,Ptilonorhynchidae,Bowerbirds,Golden Bowerbird,76,1.4112392,-0.058550665,0.107370644,1.174598659,1.174598659,-0.003829928,-0.003829928,0,NA,20,0
Anser_anser,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Greylag Goose,3308.5,11.75509297,-0.061931745,0.054518906,-1.731603819,0.699256817,-2.319402553,1.759305997,1,5,80,0
Gallus_gallus,GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Red Junglefowl,912.5,3.288378611,-0.299773199,-0.166659742,0.08222548,1.851085554,-0.986970882,2.019716959,1,6,30,0
Cacomantis_castaneiventris,CUCULIFORMES,Cuculidae,Cuckoos,Chestnut-breasted Cuckoo,31.5,0.9842,0.00059689,0.178406138,0.887362279,1.780815919,-0.003829928,2.71118116,0,NA,0,0
Centropus_goliath,CUCULIFORMES,Cuculidae,Cuckoos,Goliath Coucal,511.25,5.73944,0.083972657,0.22463276,1.728220533,1.730626845,1.437504115,1.466757623,0,NA,0,0
Chrysococcyx_osculans,CUCULIFORMES,Cuculidae,Cuckoos,Black-eared Cuckoo,30.9,0.75628,-0.109094746,0.068969979,-0.00081338,1.694831142,-1.254431187,0.974428205,1,NA,0,0
Chrysococcyx_minutillus,CUCULIFORMES,Cuculidae,Cuckoos,Little Bronze-cuckoo,18.625,0.60088,-0.08502578,0.09972083,0.189250243,1.803424367,-0.979124994,2.71118116,1,NA,0,0
Scythrops_novaehollandiae,CUCULIFORMES,Cuculidae,Cuckoos,Channel-billed Cuckoo,684.1,5.5426,-0.002499463,0.134374611,0.096310623,1.799612901,-0.979124994,2.217125765,1,NA,0,0
Pyrrhura_hoffmanni,PSITTACIFORMES,Psittacidae,Parrots,Sulphur-winged Parakeet,80.35,3.626,0.33764756,0.502809382,1.443565783,1.544214224,0.568790277,0.81264714,0,NA,0,0
Cacatua_haematuropygia,PSITTACIFORMES,Cacatuidae,Cockatoos,Philippine Cockatoo,283.5,8.806,0.414266303,0.562681519,1.609282755,1.661518839,0.927701801,1.703825053,0,NA,0,0
Cacatua_ophthalmica,PSITTACIFORMES,Cacatuidae,Cockatoos,Blue-eyed Cockatoo,492,15.54,0.525952112,0.667066316,1.678507717,1.798638473,1.484041274,2.001273275,0,NA,0,0
Brotogeris_tirica,PSITTACIFORMES,Psittacidae,Parrots,Plain Parakeet,63,2.7972,0.284508772,0.453008501,0.412613402,1.218897292,0.172190483,1.174773764,0,NA,30,0
Amazona_vittata,PSITTACIFORMES,Psittacidae,Parrots,Puerto Rican Amazon,281,5.93628,0.24517089,0.393704422,1.286764821,1.293989945,0.234924605,0.239531685,0,NA,40,0
Nandayus_nenday,PSITTACIFORMES,Psittacidae,Parrots,Nanday Parakeet,128,4.7138,0.337571889,0.496616137,0.301149737,1.275901847,-0.17124632,0.451751654,0,NA,40,0
Aratinga_solstitialis,PSITTACIFORMES,Psittacidae,Parrots,Sun Parakeet,110.965,4.7138,0.372542552,0.533447543,1.136587823,1.433703861,0.108127262,1.066291643,0,NA,0,0
Aratinga_jandaya,PSITTACIFORMES,Psittacidae,Parrots,Jandaya Parakeet,89.4,3.9368,0.347228894,0.511025716,0.987850923,1.747569156,-0.241389978,1.330092633,0,NA,0,0
Ara_ambiguus,PSITTACIFORMES,Psittacidae,Parrots,Great Green Macaw,1292.815,18.13,0.35633407,0.485005662,1.059323211,1.84070399,-0.320611559,2.405256116,0,NA,0,0
Ara_severus,PSITTACIFORMES,Psittacidae,Parrots,Chestnut-fronted Macaw,347,10.4118,0.437522892,0.583309819,0.784475683,1.84070399,-0.262308737,2.554836153,0,NA,20,0
Bolbopsittacus_lunulatus,PSITTACIFORMES,Psittacidae,Parrots,Guaiabero,68.8,2.7454,0.254825761,0.422125979,1.336192877,1.677627181,0.246958511,2.019716959,0,NA,0,0
Agapornis_nigrigenis,PSITTACIFORMES,Psittacidae,Parrots,Black-cheeked Lovebird,40.45,1.9684,0.240390982,0.414895168,0.809930351,0.856103276,-0.464553551,-0.296129418,0,NA,20,0
Enicognathus_ferrugineus,PSITTACIFORMES,Psittacidae,Parrots,Austral Parakeet,166.95,5.51152,0.34041998,0.495897251,-0.248225375,0.657960722,-1.228676773,2.403783363,0,NA,40,0
Enicognathus_leptorhynchus,PSITTACIFORMES,Psittacidae,Parrots,Slender-billed Parakeet,271.11,7.8736,0.376603421,0.525625324,0.221934301,0.657960722,-1.106301958,1.47589313,0,NA,40,0
Cyanoliseus_patagonus,PSITTACIFORMES,Psittacidae,Parrots,Burrowing Parrot,273,8.52628,0.409488541,0.558415753,-0.350313056,0.700906396,-1.886665162,1.0520058,1,NA,30,0
Coracopsis_vasa,PSITTACIFORMES,Psittacidae,Parrots,Vasa Parrot,525,8.99248,0.272483979,0.412807521,0.73771478,1.690904152,-0.780416548,0.954472932,0,NA,0,0
Coracopsis_nigra,PSITTACIFORMES,Psittacidae,Parrots,Black Parrot,193.5,5.7498,0.322663215,0.476185376,0.723571824,1.690904152,-0.780416548,0.954472932,0,NA,20,0
Cyanoramphus_novaezelandiae,PSITTACIFORMES,Psittacidae,Parrots,Red-fronted Parakeet,85.35,2.331,0.130979867,0.295370795,1.13057385,1.298775363,-0.085944094,0.10200226,0,NA,30,0
Chalcopsitta_cardinalis,PSITTACIFORMES,Psittacidae,Parrots,Cardinal Lory,184.75,5.439,0.30986046,0.464017928,1.819448801,1.888332464,1.547713199,1.862447131,0,NA,0,0
Forpus_cyanopygius,PSITTACIFORMES,Psittacidae,Parrots,Mexican Parrotlet,33.4,1.32608,0.115741847,0.292769506,0.528497791,1.460813641,-0.786662826,0.400987189,0,NA,0,0
Forpus_conspicillatus,PSITTACIFORMES,Psittacidae,Parrots,Spectacled Parrotlet,26.1,1.2432,0.148102155,0.328396107,1.130381263,1.798923764,-0.262308737,1.820194121,0,NA,20,0
Pezoporus_wallicus,PSITTACIFORMES,Psittacidae,Parrots,Ground Parrot,75.7,2.75576,0.233058585,0.39903469,0.111993158,0.648451414,-0.231240993,1.550257451,0,NA,40,0
Neophema_chrysostoma,PSITTACIFORMES,Psittacidae,Parrots,Blue-winged Parrot,46.1,1.59544,0.117142758,0.289892961,0.065239451,0.481485894,0.461290085,1.572906852,1,NA,0,0
Neophema_petrophila,PSITTACIFORMES,Psittacidae,Parrots,Rock Parrot,52.6,1.7612,0.127772338,0.29874911,0.028447389,0.851914841,-1.104744582,0.147577805,0,6.75,0,0
Neopsittacus_pullicauda,PSITTACIFORMES,Psittacidae,Parrots,Orange-billed Lorikeet,34.225,2.0202,0.29259164,0.469296743,1.379163793,1.658988319,1.108822062,2.701577314,0,NA,30,0
Micropsitta_pusio,PSITTACIFORMES,Psittacidae,Parrots,Buff-faced Pygmy-parrot,13.5,1.01528,0.22157392,0.410543746,1.332459928,1.798638473,0.840585842,2.628116991,0,NA,40,0
Poicephalus_cryptoxanthus,PSITTACIFORMES,Psittacidae,Parrots,Brown-headed Parrot,139.5,4.8174,0.325946549,0.483856729,0.473290401,1.329828901,-0.429152286,1.027607293,0,NA,30,0
Psilopsiagon_aymara,PSITTACIFORMES,Psittacidae,Parrots,Grey-hooded Parakeet,31.41,1.4504,0.169701939,0.347549197,-0.165127571,0.970729936,-1.349607575,1.753949934,0,NA,30,0
Pyrilia_haematotis,PSITTACIFORMES,Psittacidae,Parrots,Brown-hooded Parrot,150.425,4.07148,0.234423234,0.391285333,0.403409709,1.84070399,-0.320611559,1.675987462,0,NA,30,0
Pyrilia_barrabandi,PSITTACIFORMES,Psittacidae,Parrots,Orange-cheeked Parrot,153.375,4.144,0.237335061,0.393927198,0.752339966,1.571492975,0.112658876,2.583464478,0,NA,0,0
Pyrilia_caica,PSITTACIFORMES,Psittacidae,Parrots,Caica Parrot,133.935,3.4706,0.193506902,0.351958566,0.934811509,1.584951749,0.108127262,1.543824657,0,NA,0,0
Pionus_senilis,PSITTACIFORMES,Psittacidae,Parrots,White-crowned Parrot,212.34,6.216,0.333770663,0.48608362,0.149700604,1.623321412,-0.320611559,1.675987462,0,NA,0,0
Rhynchopsitta_pachyrhyncha,PSITTACIFORMES,Psittacidae,Parrots,Thick-billed Parrot,337,11.6032,0.491735192,0.637917853,-0.094202999,0.915018754,-0.414374685,0.297011149,1,2.925,0,0
Primolius_maracana,PSITTACIFORMES,Psittacidae,Parrots,Blue-winged Macaw,255.785,7.49028,0.369176249,0.518987755,0.537744764,1.741424611,-0.45539979,1.088001399,0,NA,0,0
Aratinga_chloroptera,PSITTACIFORMES,Psittacidae,Parrots,Hispaniolan Parakeet,145.5,5.6462,0.384578421,0.54190324,1.193176717,1.373872117,0.059426889,0.404003142,0,NA,0,0
Psittrichas_fulgidus,PSITTACIFORMES,Psittacidae,Parrots,Pesquet's Parrot,865,8.0808,0.103789541,0.237590939,1.366216241,1.774291611,0.881861876,2.71118116,0,NA,20,0
Prosopeia_splendens,PSITTACIFORMES,Psittacidae,Parrots,Crimson Shining-parrot,237.25,6.14348,0.301512164,0.452345274,NA,NA,NA,NA,0,NA,10,0
Prosopeia_tabuensis,PSITTACIFORMES,Psittacidae,Parrots,Maroon Shining-parrot,237.25,5.4908,0.25273334,0.40356645,1.527516108,1.534364225,0.800073617,0.857419939,0,NA,0,0
Psittacella_brehmii,PSITTACIFORMES,Psittacidae,Parrots,Brehm's Tiger-parrot,104.875,3.1598,0.212652628,0.374327773,1.370837473,1.583568983,1.050393791,2.701577314,0,NA,30,0
Psittacella_picta,PSITTACIFORMES,Psittacidae,Parrots,Painted Tiger-parrot,62.6,2.46568,0.231281627,0.399870057,1.366216241,1.480096461,1.108822062,2.701577314,0,NA,0,0
Phigys_solitarius,PSITTACIFORMES,Psittacidae,Parrots,Collared Lory,76.6,2.849,0.24461559,0.410427953,1.428503697,1.534364225,0.651589955,0.857419939,0,NA,20,0
Pseudeos_fuscata,PSITTACIFORMES,Psittacidae,Parrots,Dusky Lory,149,4.3512,0.265610687,0.422605093,1.332459928,1.780815919,0.545825783,2.71118116,0,NA,20,0
Prioniturus_montanus,PSITTACIFORMES,Psittacidae,Parrots,Montane Racquet-tail,126,3.8332,0.251618456,0.410865893,1.347684106,1.440847792,0.246958511,0.679344676,0,NA,0,0
Psittacula_derbiana,PSITTACIFORMES,Psittacidae,Parrots,Lord Derby's Parakeet,251,6.3196,0.299991914,0.450046773,-0.505711278,0.785361754,-0.025150904,1.762712114,0,NA,0,0
Psittacula_longicauda,PSITTACIFORMES,Psittacidae,Parrots,Long-tailed Parakeet,108.4,3.885,0.294289045,0.455513129,1.333562316,1.848898434,0.687245052,2.124589999,0,NA,0,0
Touit_purpuratus,PSITTACIFORMES,Psittacidae,Parrots,Sapphire-rumped Parrotlet,59.7,2.4864,0.246530711,0.415765548,0.934811509,1.741424611,0.108127262,2.583464478,0,NA,0,0
Triclaria_malachitacea,PSITTACIFORMES,Psittacidae,Parrots,Blue-bellied Parrot,90,4.43408,0.397251159,0.560962211,0.338943855,0.756230099,0.466560052,0.987824072,0,NA,30,0
Amazona_versicolor,PSITTACIFORMES,Psittacidae,Parrots,St Lucia Amazon,714.25,8.1576,0.15478859,0.291112314,NA,NA,NA,NA,0,NA,0,0
Chalcopsitta_atra,PSITTACIFORMES,Psittacidae,Parrots,Black Lory,227.5,5.7472,0.282829637,0.434240455,1.414748471,1.738033333,1.166172144,2.003408521,0,NA,0,0
Loriculus_vernalis,PSITTACIFORMES,Psittacidae,Parrots,Vernal Hanging-parrot,35.7,1.345493333,0.105746864,0.281893391,0.353113127,1.755292352,-0.690091127,1.050781005,0,NA,0,0
Nestor_meridionalis,PSITTACIFORMES,Strigopidae,New Zealand parrots,New Zealand Kaka,429,11.484,0.42814628,0.570998036,0.189650676,0.53771357,0.870358754,2.104926754,0,NA,30,0
Psittacula_cyanocephala,PSITTACIFORMES,Psittacidae,Parrots,Plum-headed Parakeet,66,2.617653333,0.244306207,0.412175675,0.130536486,1.877827657,-1.744917574,0.730616393,0,NA,0,0
Orthopsittaca_manilata,PSITTACIFORMES,Psittacidae,Parrots,Red-bellied Macaw,372,8.164752,0.314904962,0.459717944,0.7218239,1.741424611,-0.390792451,2.515463916,0,NA,0,0
Buteogallus_meridionalis,ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Savanna Hawk,808,8.12224,0.122702901,0.257407018,0.031059644,1.768393557,-0.601967781,2.292910719,0,NA,0,0
Chloephaga_poliocephala,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Ashy-headed Goose,2227.75,6.0088,-0.256524818,-0.135049502,-0.251487403,0.556627962,0.12628723,2.403783363,1,5,80,0
Anas_versicolor,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Silver Teal,483.75,3.76068,-0.08609172,0.055220855,-0.41224745,0.858122626,-0.401000599,2.403783363,1,8.25,60,0
Campylopterus_largipennis,CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Grey-breasted Sabrewing,8.475,0.32116,-0.164288369,0.030697187,0.676803172,1.741424611,-0.394061144,2.583464478,0,NA,0,0
Eulampis_holosericeus,CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Green-throated Carib,5.8,0.24864,-0.182570218,0.017317628,NA,NA,NA,NA,0,NA,0,0
Orthorhyncus_cristatus,CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Antillean Crested Hummingbird,3.033333333,0.14504,-0.25793222,-0.049508081,NA,NA,NA,NA,0,NA,0,0
Calidris_himantopus,CHARADRIIFORMES,Scolopacidae,"Sandpipers, snipes, phalaropes",Stilt Sandpiper,57.5,0.95312,-0.160698697,0.009047148,-1.818832555,-1.297047152,0.048903891,0.523448839,1,4,0,0
Charadrius_pecuarius,CHARADRIIFORMES,Charadriidae,Plovers,Kittlitz's Plover,33.5,0.84952,-0.078386307,0.098601425,-0.015970203,1.690904152,-2.56858675,1.792698814,0,3,0,0
Erythrogonys_cinctus,CHARADRIIFORMES,Charadriidae,Plovers,Red-kneed Dotterel,51,1.0878,-0.07392325,0.097476795,-0.00081338,1.720898875,-1.312859496,1.374305363,0,NA,0,0
Phalaropus_fulicarius,CHARADRIIFORMES,Scolopacidae,"Sandpipers, snipes, phalaropes",Red Phalarope,55.9,0.58016,-0.369388235,-0.19925305,-1.818832555,-0.749156589,-0.593841212,1.032276325,1,4,10,0
Coturnix_chinensis,GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Asian Blue Quail,41,0.58016,-0.293481613,-0.119155454,-0.006887255,1.877827657,-1.381604504,2.71118116,0,6,30,0
Baeolophus_bicolor,PASSERIFORMES,Paridae,Tits and chickadees,Tufted Titmouse,21.6,1.04636,0.119581242,0.302387615,-1.048481955,0.763615052,-0.111548116,1.096176124,0,8.925,0,0
Calcarius_lapponicus,PASSERIFORMES,Emberizidae,"Buntings, American sparrows and allies",Lapland Longspur,28,0.90132,-0.008766385,0.170607542,-1.818832555,-0.218579521,-0.646054343,1.56266356,1,5,0,0
Arremon_brunneinucha,PASSERIFORMES,Emberizidae,"Buntings, American sparrows and allies",Chestnut-capped Brush-finch,44.05,1.59544,0.12828113,0.301652593,0.276982336,1.798923764,-0.320611559,2.515463916,0,NA,0,0
Dysithamnus_mentalis,PASSERIFORMES,Thamnophilidae,Antbirds,Plain Antvireo,15.1,0.7252,0.048019637,0.235488193,0.355999402,1.84070399,-0.442008324,2.554836153,0,NA,0,0
Dicrurus_hottentottus,PASSERIFORMES,Dicruridae,Drongos,Hair-crested Drongo,79.18333333,2.03056,0.089417061,0.25477357,-0.550173741,1.848898434,-0.902237798,2.124589999,1,NA,0,0
Donacobius_atricapilla,PASSERIFORMES,Donacobiidae,Black-capped Donacobius,Black-capped Donacobius,37.5,1.1914,0.040877884,0.216380278,0.302818168,1.794125542,-0.601967781,2.217543738,0,NA,0,0
Cinnyricinclus_leucogaster,PASSERIFORMES,Sturnidae,Starlings,Violet-backed Starling,44.15,1.22248,0.012087165,0.185427316,0.325616536,1.848092222,-1.748896936,2.011759211,1,NA,0,0
Cyornis_rubeculoides,PASSERIFORMES,Muscicapidae,Chats and Old World flycatchers,Blue-throated Flycatcher,14.25,0.5698,-0.042528699,0.145712939,-0.200988078,1.693015494,-0.7421689,1.53614104,1,6.375,0,0
Gymnocichla_nudiceps,PASSERIFORMES,Thamnophilidae,Antbirds,Bare-crowned Antbird,30.75,1.09816,0.054079825,0.232209194,0.888408784,1.84070399,-0.589242603,2.554836153,0,NA,0,0
Geositta_cunicularia,PASSERIFORMES,Furnariidae,Ovenbirds,Common Miner,28.2,1.00492,0.03674327,0.216022645,-0.41224745,1.097869875,-1.751223619,2.468697374,0,NA,0,0
Hylocichla_mustelina,PASSERIFORMES,Turdidae,Thrushes,Wood Thrush,48.65,1.295,0.013348736,0.185383722,-1.143042426,0.349806565,-0.192232335,1.379058586,1,7,0,0
Mionectes_oleagineus,PASSERIFORMES,Tyrannidae,Tyrant-flycatchers,Ochre-bellied Flycatcher,11.23333333,0.4662,-0.071432232,0.11993379,0.286231869,1.84070399,-0.759645496,2.583464478,0,NA,0,0
Melanodryas_cucullata,PASSERIFORMES,Petroicidae,Australasian robins,Hooded Robin,21.575,0.8288,0.018633429,0.201455057,-0.00081338,1.694831142,-1.311942431,1.027321587,0,NA,0,0
Margarops_fuscus,PASSERIFORMES,Mimidae,Mockingbirds and thrashers,Scaly-breasted Thrasher,69.825,1.59544,0.015479438,0.182574774,1.493353197,1.493353197,-0.114694809,-0.114694809,0,NA,0,0
Onychognathus_salvadorii,PASSERIFORMES,Sturnidae,Starlings,Bristle-crowned Starling,147.75,2.52784,0.031814135,0.188925646,0.629316083,1.356404821,-0.815753642,0.26891955,0,NA,0,0
Passerculus_sandwichensis,PASSERIFORMES,Emberizidae,"Buntings, American sparrows and allies",Savannah Sparrow,20.2,0.70448,-0.035822565,0.147889015,-1.818832555,1.229396871,-1.662326306,1.589528008,1,8.08,10,0
Phaenicophilus_palmarum,PASSERIFORMES,Thraupidae,Tanagers,Black-crowned Palm-tanager,32,1.17068,0.072095489,0.249693291,1.138014826,1.54114576,-0.20666012,0.665517045,0,NA,0,0
Schiffornis_turdina,PASSERIFORMES,Cotingidae,Cotingas,Thrush-like Schiffornis,31.65,1.10852,0.051093801,0.228839348,0.654502357,1.84070399,-0.601967781,2.583464478,0,NA,0,0
Pygochelidon_cyanoleuca,PASSERIFORMES,Hirundinidae,Swallows and martins,Blue-and-white Swallow,10.51666667,0.44548,-0.075033674,0.117168032,-0.41224745,1.832160722,-1.680734969,2.583464478,1,6,0,0
Phrygilus_patagonicus,PASSERIFORMES,Emberizidae,"Buntings, American sparrows and allies",Patagonian Sierra-finch,22.925,1.05672,0.109282007,0.29130414,-0.30602954,0.596857732,-1.024755544,2.403783363,1,NA,0,0
Toxorhamphus_iliolophus,PASSERIFORMES,Melanocharitidae,Berrypeckers,Plumed Longbill,11,0.49728,-0.038263701,0.153368404,1.332459928,1.780815919,0.840585842,2.701577314,0,NA,0,0
Tregellasia_leucops,PASSERIFORMES,Petroicidae,Australasian robins,White-faced Robin,15.975,0.61124,-0.040019764,0.146728315,1.366216241,1.774291611,1.050393791,2.71118116,0,NA,0,0
Turdus_lherminieri,PASSERIFORMES,Turdidae,Thrushes,Forest Thrush,106.5,2.2792,0.067010452,0.228475807,NA,NA,NA,NA,0,NA,0,0
Tiaris_olivaceus,PASSERIFORMES,Emberizidae,"Buntings, American sparrows and allies",Yellow-faced Grassquit,8.35,0.49728,0.029229668,0.224406493,-0.027677752,1.765599833,-0.320611559,1.958087695,0,5.15,10,0
Veniliornis_passerinus,PICIFORMES,Picidae,Woodpeckers,Little Woodpecker,32.1,1.5022,0.179621034,0.35717692,0.276653099,1.747569156,-0.45539979,2.583464478,0,NA,0,0
Nesofregetta_fuliginosa,PROCELLARIIFORMES,Oceanitidae,Southern storm-petrels,Polynesian Storm-petrel,66.5,0.91168,-0.215611552,-0.047844799,1.153551968,1.555289593,-1.013977481,0.876570135,1,1,0,1
Calyptorhynchus_lathami,PSITTACIFORMES,Cacatuidae,Cockatoos,Glossy Black-cockatoo,431.975,10.13208,0.372059486,0.514816405,0.037398277,0.69422232,-0.462169922,0.868096511,0,NA,0,0
Amazona_vinacea,PSITTACIFORMES,Psittacidae,Parrots,Vinaceous-breasted Amazon,254,7.72856,0.384491572,0.534393304,0.358368763,0.801917606,0.19888173,1.133320004,0,NA,30,0
Bubo_scandiaca,STRIGIFORMES,Strigidae,Typical owls,Snowy Owl,1954,16.44132,0.212729386,0.335952847,-1.818832555,-0.328929342,-1.078772812,1.475324402,1,6,0,0
Nothoprocta_ornata,STRUTHIONIFORMES,Tinamidae,Tinamous,Ornate Tinamou,623,2.9526,-0.253099299,-0.115007433,0.286556099,1.183898541,-1.349607575,2.468697374,0,14.4,50,0
Anas_crecca,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Common Teal,343.8,2.863285714,-0.12086963,0.025046999,-1.806743823,0.497144756,-1.01802743,1.759305997,1,9.5,50,0
Cochlearius_cochlearius,PELECANIFORMES,Ardeidae,Herons,Boat-billed Heron,635.75,6.05992,0.054202261,0.192034841,0.106235869,1.84070399,-1.307745222,2.583464478,0,NA,0,0
Upupa_epops,BUCEROTIFORMES,Upupidae,Hoopoes,Common Hoopoe,66.25,1.187484615,-0.099903703,0.06791431,-1.376735599,1.877827657,-2.610043574,1.809232583,1,8.55,0,0
Platycercus_elegans,PSITTACIFORMES,Psittacidae,Parrots,Crimson Rosella,129.75,3.791138667,0.239645306,0.398514351,0.013429309,1.174598659,-0.419862764,1.027321587,0,NA,30,0
Haematopus_ostralegus,CHARADRIIFORMES,Haematopodidae,Oystercatchers,Eurasian Oystercatcher,526,4.317450667,-0.046634086,0.093665324,-1.671320834,0.388631085,-1.534442553,2.078624285,1,2.9,0,0
Guttera_pucherani,GALLIFORMES,Numididae,Guineafowl,Eastern Crested Guineafowl,1149,4.8073,-0.191285442,-0.061090702,0.454142316,1.506155653,-0.815753642,1.086914268,0,NA,0,0
Amaurornis_flavirostra,GRUIFORMES,Rallidae,"Rails, gallinules, coots",Black Crake,94,1.52292,-0.077523307,0.085619004,-0.015970203,1.849250583,-2.216701966,2.318224955,0,NA,10,0
Mimus_polyglottos,PASSERIFORMES,Mimidae,Mockingbirds and thrashers,Northern Mockingbird,48.5,1.439786667,0.060133265,0.232209273,-1.256720409,1.54114576,-1.736394699,1.430014618,1,9.775,0,0
Branta_sandvicensis,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Hawaiian Goose,2090,8.52628,-0.08892365,0.033372858,NA,NA,NA,NA,0,4,80,0
Anas_aucklandica,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Auckland Teal,493.25,4.5584,-0.007307801,0.133776638,NA,NA,NA,NA,0,5.5,0,0
Anas_eatoni,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Southern Pintail,841,3.7296,-0.225112555,-0.090937362,NA,NA,NA,NA,0,7.5,50,0
Speculanas_specularis,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Spectacled Duck,1531,6.3196,-0.142780789,-0.016289864,-0.322171513,0.487491956,0.326667769,2.403783363,1,4.5,50,0
